Time,Prognozowane zapotrzebowanie sieci,generacjaJW,zrodla_odnawialne,Niedyspozycyjnosc,saldo,month,day_of_week,hour,da1_price
2023-01-02 17:00:00+00:00,20276.0,20379.0,5851.0,0.0,-103.0,1,0,18,682.56
2023-01-02 18:00:00+00:00,20208.0,20303.0,6025.0,0.0,-95.0,1,0,19,665.12
2023-01-02 19:00:00+00:00,19875.0,19967.0,6247.0,0.0,-92.0,1,0,20,665.12
2023-01-02 20:00:00+00:00,19677.0,19788.0,6487.0,0.0,-111.0,1,0,21,665.01
2023-01-02 21:00:00+00:00,19118.0,19205.0,6454.0,0.0,-87.0,1,0,22,559.0
2023-01-02 22:00:00+00:00,17972.0,18469.0,6236.0,0.0,-497.0,1,0,23,665.12
2023-01-02 23:00:00+00:00,16686.0,16448.0,5993.0,0.0,238.0,1,0,24,504.1
2023-01-03 00:00:00+00:00,15635.0,16430.0,5648.0,0.0,-796.0,1,1,1,450.02
2023-01-03 01:00:00+00:00,14927.0,17048.0,5438.0,0.0,-2121.0,1,1,2,460.01
2023-01-03 02:00:00+00:00,15188.0,16935.0,5610.0,0.0,-1747.0,1,1,3,410.0
2023-01-03 03:00:00+00:00,15019.0,17011.0,5711.0,0.0,-1992.0,1,1,4,440.03
2023-01-03 04:00:00+00:00,14959.0,16492.0,5674.0,0.0,-1532.0,1,1,5,440.24
2023-01-03 05:00:00+00:00,15219.0,17042.0,5662.0,0.0,-1823.0,1,1,6,520.0
2023-01-03 06:00:00+00:00,15770.0,16947.0,5711.0,0.0,-1177.0,1,1,7,667.31
2023-01-03 07:00:00+00:00,17154.0,17283.0,5550.0,0.0,-130.0,1,1,8,663.31
2023-01-03 08:00:00+00:00,19020.0,19512.0,5513.0,0.0,-492.0,1,1,9,654.31
2023-01-03 09:00:00+00:00,19337.0,19427.0,5969.0,0.0,-90.0,1,1,10,663.31
2023-01-03 10:00:00+00:00,19247.0,19403.0,6506.0,0.0,-156.0,1,1,11,654.2
2023-01-03 11:00:00+00:00,19047.0,19540.0,7047.0,0.0,-493.0,1,1,12,657.34
2023-01-03 12:00:00+00:00,18992.0,19721.0,7322.0,0.0,-730.0,1,1,13,654.2
2023-01-03 13:00:00+00:00,19014.0,19561.0,7345.0,0.0,-547.0,1,1,14,663.31
2023-01-03 14:00:00+00:00,19215.0,19311.0,6667.0,0.0,-97.0,1,1,15,656.33
2023-01-03 15:00:00+00:00,19269.0,19361.0,5353.0,0.0,-92.0,1,1,16,695.6
2023-01-03 16:00:00+00:00,19854.0,19877.0,4033.0,0.0,-23.0,1,1,17,750.0
2023-01-03 17:00:00+00:00,20767.0,20766.0,3573.0,0.0,2.0,1,1,18,780.14
2023-01-03 18:00:00+00:00,20822.0,20915.0,3397.0,0.0,-92.0,1,1,19,759.0
2023-01-03 19:00:00+00:00,20386.0,20476.0,3325.0,0.0,-90.0,1,1,20,770.22
2023-01-03 20:00:00+00:00,20128.0,19999.0,3338.0,0.0,130.0,1,1,21,730.05
2023-01-03 21:00:00+00:00,19632.0,18997.0,3071.0,0.0,635.0,1,1,22,693.44
2023-01-03 22:00:00+00:00,18707.0,17845.0,2854.0,0.0,862.0,1,1,23,679.52
2023-01-03 23:00:00+00:00,17172.0,16244.0,2642.0,0.0,928.0,1,1,24,660.81
2023-01-04 00:00:00+00:00,15804.0,15057.0,2438.0,0.0,747.0,1,2,1,590.14
2023-01-04 01:00:00+00:00,14902.0,14892.0,2119.0,0.0,10.0,1,2,2,557.64
2023-01-04 02:00:00+00:00,14286.0,14367.0,2203.0,0.0,-81.0,1,2,3,600.0
2023-01-04 03:00:00+00:00,14010.0,14093.0,2214.0,0.0,-83.0,1,2,4,556.67
2023-01-04 04:00:00+00:00,14039.0,14119.0,2353.0,0.0,-80.0,1,2,5,565.39
2023-01-04 05:00:00+00:00,14388.0,14464.0,2704.0,0.0,-77.0,1,2,6,600.1
2023-01-04 06:00:00+00:00,15190.0,14939.0,3325.0,0.0,251.0,1,2,7,680.1
2023-01-04 07:00:00+00:00,17478.0,17144.0,3637.0,0.0,334.0,1,2,8,660.64
2023-01-04 08:00:00+00:00,19522.0,19615.0,4167.0,0.0,-93.0,1,2,9,660.64
2023-01-04 09:00:00+00:00,19913.0,20004.0,5578.0,0.0,-92.0,1,2,10,660.64
2023-01-04 10:00:00+00:00,19915.0,20012.0,7047.0,0.0,-97.0,1,2,11,630.0
2023-01-04 11:00:00+00:00,19596.0,19794.0,7763.0,0.0,-198.0,1,2,12,620.0
2023-01-04 12:00:00+00:00,19904.0,20110.0,8062.0,0.0,-206.0,1,2,13,608.89
2023-01-04 13:00:00+00:00,20193.0,20311.0,7536.0,0.0,-117.0,1,2,14,608.89
2023-01-04 14:00:00+00:00,20483.0,20295.0,7308.0,0.0,189.0,1,2,15,567.0
2023-01-04 15:00:00+00:00,20439.0,20352.0,7133.0,0.0,86.0,1,2,16,544.56
2023-01-04 16:00:00+00:00,20738.0,20647.0,7062.0,0.0,91.0,1,2,17,570.0
2023-01-04 17:00:00+00:00,21607.0,21910.0,7230.0,0.0,-304.0,1,2,18,519.45
2023-01-04 18:00:00+00:00,21685.0,21982.0,7422.0,0.0,-297.0,1,2,19,519.0
2023-01-04 19:00:00+00:00,21027.0,21322.0,7530.0,0.0,-295.0,1,2,20,520.0
2023-01-04 20:00:00+00:00,20834.0,21121.0,7550.0,0.0,-287.0,1,2,21,540.0
2023-01-04 21:00:00+00:00,20140.0,20904.0,7504.0,0.0,-764.0,1,2,22,508.74
2023-01-04 22:00:00+00:00,19081.0,19899.0,7417.0,0.0,-818.0,1,2,23,461.51
2023-01-04 23:00:00+00:00,17671.0,19067.0,7361.0,0.0,-1396.0,1,2,24,410.0
2023-01-05 00:00:00+00:00,16428.0,16971.0,7346.0,0.0,-543.0,1,3,1,355.56
2023-01-05 01:00:00+00:00,15711.0,17141.0,7319.0,0.0,-1430.0,1,3,2,300.0
2023-01-05 02:00:00+00:00,15927.0,16924.0,7246.0,0.0,-997.0,1,3,3,325.0
2023-01-05 03:00:00+00:00,15898.0,16280.0,7266.0,0.0,-381.0,1,3,4,300.0
2023-01-05 04:00:00+00:00,15844.0,16949.0,7295.0,0.0,-1105.0,1,3,5,300.0
2023-01-05 05:00:00+00:00,16266.0,16819.0,7347.0,0.0,-553.0,1,3,6,325.0
2023-01-05 06:00:00+00:00,16311.0,17223.0,7308.0,0.0,-912.0,1,3,7,440.0
2023-01-05 07:00:00+00:00,18181.0,19086.0,7367.0,0.0,-905.0,1,3,8,506.86
2023-01-05 08:00:00+00:00,19910.0,20581.0,7437.0,0.0,-671.0,1,3,9,501.4
2023-01-05 09:00:00+00:00,20232.0,20961.0,7590.0,0.0,-729.0,1,3,10,540.0
2023-01-05 10:00:00+00:00,20488.0,20915.0,7825.0,0.0,-428.0,1,3,11,506.42
2023-01-05 11:00:00+00:00,20463.0,20592.0,8242.0,0.0,-129.0,1,3,12,540.0
2023-01-05 12:00:00+00:00,20693.0,20793.0,8366.0,0.0,-100.0,1,3,13,517.0
2023-01-05 13:00:00+00:00,20704.0,20801.0,8244.0,0.0,-97.0,1,3,14,585.4
2023-01-05 14:00:00+00:00,20745.0,20847.0,7929.0,0.0,-102.0,1,3,15,580.0
2023-01-05 15:00:00+00:00,20501.0,20730.0,7461.0,0.0,-229.0,1,3,16,621.0
2023-01-05 16:00:00+00:00,20649.0,20790.0,6674.0,0.0,-141.0,1,3,17,655.53
2023-01-05 17:00:00+00:00,21227.0,21535.0,6153.0,0.0,-308.0,1,3,18,664.91
2023-01-05 18:00:00+00:00,20923.0,21025.0,5968.0,0.0,-102.0,1,3,19,650.0
2023-01-05 19:00:00+00:00,20732.0,20831.0,5694.0,0.0,-99.0,1,3,20,654.55
2023-01-05 20:00:00+00:00,20381.0,20479.0,5254.0,0.0,-99.0,1,3,21,615.4
2023-01-05 21:00:00+00:00,19820.0,19914.0,4854.0,0.0,-94.0,1,3,22,600.0
2023-01-05 22:00:00+00:00,18532.0,18621.0,4648.0,0.0,-89.0,1,3,23,654.66
2023-01-05 23:00:00+00:00,17231.0,17581.0,4110.0,0.0,-350.0,1,3,24,640.0
2023-01-06 00:00:00+00:00,15955.0,16487.0,3337.0,0.0,-531.0,1,4,1,514.34
2023-01-06 01:00:00+00:00,14966.0,16020.0,2641.0,0.0,-1054.0,1,4,2,546.01
2023-01-06 02:00:00+00:00,14415.0,15116.0,1881.0,0.0,-701.0,1,4,3,491.0
2023-01-06 03:00:00+00:00,13904.0,14077.0,1464.0,0.0,-173.0,1,4,4,525.74
2023-01-06 04:00:00+00:00,13817.0,13021.0,1160.0,0.0,796.0,1,4,5,514.34
2023-01-06 05:00:00+00:00,13782.0,12756.0,966.0,0.0,1026.0,1,4,6,546.0
2023-01-06 06:00:00+00:00,13764.0,13432.0,801.0,0.0,332.0,1,4,7,504.99
2023-01-06 07:00:00+00:00,13734.0,13530.0,741.0,0.0,203.0,1,4,8,513.31
2023-01-06 08:00:00+00:00,13750.0,13848.0,856.0,0.0,-98.0,1,4,9,496.0
2023-01-06 09:00:00+00:00,14288.0,14259.0,1360.0,0.0,29.0,1,4,10,530.0
2023-01-06 10:00:00+00:00,15130.0,15233.0,1964.0,0.0,-103.0,1,4,11,511.65
2023-01-06 11:00:00+00:00,16141.0,16245.0,2366.0,0.0,-105.0,1,4,12,530.0
2023-01-06 12:00:00+00:00,16387.0,16136.0,2725.0,0.0,250.0,1,4,13,510.0
2023-01-06 13:00:00+00:00,16724.0,16328.0,2898.0,0.0,396.0,1,4,14,530.0
2023-01-06 14:00:00+00:00,17067.0,16822.0,2969.0,0.0,245.0,1,4,15,500.04
2023-01-06 15:00:00+00:00,17112.0,16923.0,3092.0,0.0,189.0,1,4,16,520.0
2023-01-06 16:00:00+00:00,17174.0,17286.0,3125.0,0.0,-111.0,1,4,17,525.0
2023-01-06 17:00:00+00:00,17959.0,18070.0,3479.0,0.0,-111.0,1,4,18,574.38
2023-01-06 18:00:00+00:00,17872.0,17925.0,3958.0,0.0,-52.0,1,4,19,509.0
2023-01-06 19:00:00+00:00,17577.0,17678.0,4386.0,0.0,-101.0,1,4,20,525.0
2023-01-06 20:00:00+00:00,17621.0,17721.0,4449.0,0.0,-100.0,1,4,21,494.0
2023-01-06 21:00:00+00:00,17323.0,17169.0,3935.0,0.0,154.0,1,4,22,513.31
2023-01-06 22:00:00+00:00,16462.0,16552.0,3516.0,0.0,-90.0,1,4,23,504.91
2023-01-06 23:00:00+00:00,15561.0,15655.0,3384.0,0.0,-94.0,1,4,24,510.0
2023-01-07 00:00:00+00:00,14571.0,15166.0,3218.0,0.0,-595.0,1,5,1,503.54
2023-01-07 01:00:00+00:00,13876.0,14442.0,2965.0,0.0,-567.0,1,5,2,512.59
2023-01-07 02:00:00+00:00,13351.0,13284.0,2689.0,0.0,66.0,1,5,3,493.01
2023-01-07 03:00:00+00:00,13077.0,12944.0,2321.0,0.0,133.0,1,5,4,509.76
2023-01-07 04:00:00+00:00,13017.0,12856.0,2049.0,0.0,161.0,1,5,5,500.1
2023-01-07 05:00:00+00:00,13022.0,12789.0,1894.0,0.0,233.0,1,5,6,519.0
2023-01-07 06:00:00+00:00,13307.0,12746.0,1627.0,0.0,561.0,1,5,7,509.76
2023-01-07 07:00:00+00:00,14376.0,14027.0,1475.0,0.0,349.0,1,5,8,577.29
2023-01-07 08:00:00+00:00,15199.0,14316.0,1354.0,0.0,882.0,1,5,9,559.0
2023-01-07 09:00:00+00:00,15797.0,15368.0,1596.0,0.0,430.0,1,5,10,659.0
2023-01-07 10:00:00+00:00,16519.0,15187.0,2031.0,0.0,1332.0,1,5,11,628.07
2023-01-07 11:00:00+00:00,17174.0,15616.0,2192.0,0.0,1558.0,1,5,12,720.02
2023-01-07 12:00:00+00:00,17050.0,14957.0,2415.0,0.0,2093.0,1,5,13,651.78
2023-01-07 13:00:00+00:00,16925.0,14695.0,2326.0,0.0,2230.0,1,5,14,773.29
2023-01-07 14:00:00+00:00,17359.0,14724.0,1995.0,0.0,2635.0,1,5,15,703.67
2023-01-07 15:00:00+00:00,17116.0,14636.0,1490.0,0.0,2480.0,1,5,16,779.0
2023-01-07 16:00:00+00:00,17465.0,15466.0,879.0,0.0,1998.0,1,5,17,758.16
2023-01-07 17:00:00+00:00,18648.0,17450.0,1124.0,0.0,1198.0,1,5,18,779.0
2023-01-07 18:00:00+00:00,18453.0,17667.0,1591.0,0.0,785.0,1,5,19,670.0
2023-01-07 19:00:00+00:00,18205.0,17851.0,2015.0,0.0,355.0,1,5,20,679.92
2023-01-07 20:00:00+00:00,18003.0,17317.0,2353.0,0.0,686.0,1,5,21,569.0
2023-01-07 21:00:00+00:00,17537.0,17461.0,2559.0,0.0,77.0,1,5,22,531.21
2023-01-07 22:00:00+00:00,16865.0,16716.0,2760.0,0.0,149.0,1,5,23,489.0
2023-01-07 23:00:00+00:00,15861.0,15913.0,2968.0,0.0,-52.0,1,5,24,489.0
2023-01-08 00:00:00+00:00,14788.0,14815.0,3196.0,0.0,-27.0,1,6,1,444.0
2023-01-08 01:00:00+00:00,13994.0,14019.0,3438.0,0.0,-25.0,1,6,2,405.0
2023-01-08 02:00:00+00:00,13674.0,13705.0,3638.0,0.0,-31.0,1,6,3,365.0
2023-01-08 03:00:00+00:00,13810.0,13855.0,3796.0,0.0,-45.0,1,6,4,350.9
2023-01-08 04:00:00+00:00,13799.0,13825.0,3908.0,0.0,-26.0,1,6,5,370.0
2023-01-08 05:00:00+00:00,13824.0,13867.0,3963.0,0.0,-42.0,1,6,6,370.0
2023-01-08 06:00:00+00:00,14013.0,14039.0,4078.0,0.0,-26.0,1,6,7,384.66
2023-01-08 07:00:00+00:00,14064.0,14162.0,4173.0,0.0,-98.0,1,6,8,370.0
2023-01-08 08:00:00+00:00,14116.0,14193.0,4253.0,0.0,-77.0,1,6,9,384.66
2023-01-08 09:00:00+00:00,14076.0,14223.0,4661.0,0.0,-147.0,1,6,10,430.0
2023-01-08 10:00:00+00:00,14285.0,14401.0,5062.0,0.0,-116.0,1,6,11,434.66
2023-01-08 11:00:00+00:00,15101.0,15847.0,5337.0,0.0,-746.0,1,6,12,440.0
2023-01-08 12:00:00+00:00,15417.0,16417.0,5338.0,0.0,-1001.0,1,6,13,446.0
2023-01-08 13:00:00+00:00,15816.0,16428.0,5032.0,0.0,-612.0,1,6,14,452.39
2023-01-08 14:00:00+00:00,16126.0,16177.0,4646.0,0.0,-51.0,1,6,15,466.67
2023-01-08 15:00:00+00:00,16141.0,16167.0,4312.0,0.0,-27.0,1,6,16,475.07
2023-01-08 16:00:00+00:00,16361.0,16344.0,3951.0,0.0,17.0,1,6,17,500.0
2023-01-08 17:00:00+00:00,17305.0,17331.0,4321.0,0.0,-26.0,1,6,18,520.0
2023-01-08 18:00:00+00:00,17301.0,17329.0,4481.0,0.0,-28.0,1,6,19,520.0
2023-01-08 19:00:00+00:00,17338.0,17365.0,4317.0,0.0,-26.0,1,6,20,500.0
2023-01-08 20:00:00+00:00,17419.0,17445.0,4182.0,0.0,-26.0,1,6,21,499.78
2023-01-08 21:00:00+00:00,17079.0,17107.0,3903.0,0.0,-29.0,1,6,22,483.83
2023-01-08 22:00:00+00:00,16610.0,16522.0,3493.0,0.0,88.0,1,6,23,484.7
2023-01-08 23:00:00+00:00,15816.0,15534.0,3097.0,0.0,282.0,1,6,24,469.52
2023-01-09 00:00:00+00:00,14762.0,14492.0,2954.0,0.0,269.0,1,0,1,467.58
2023-01-09 01:00:00+00:00,14479.0,14647.0,3004.0,0.0,-168.0,1,0,2,454.0
2023-01-09 02:00:00+00:00,14196.0,14223.0,3021.0,0.0,-27.0,1,0,3,446.52
2023-01-09 03:00:00+00:00,14147.0,14173.0,2777.0,0.0,-26.0,1,0,4,446.52
2023-01-09 04:00:00+00:00,14221.0,14247.0,2735.0,0.0,-26.0,1,0,5,458.86
2023-01-09 05:00:00+00:00,14604.0,14732.0,2704.0,0.0,-128.0,1,0,6,536.01
2023-01-09 06:00:00+00:00,15440.0,15449.0,2640.0,0.0,-9.0,1,0,7,733.68
2023-01-09 07:00:00+00:00,17795.0,16783.0,2426.0,0.0,1012.0,1,0,8,787.3
2023-01-09 08:00:00+00:00,19861.0,18699.0,2515.0,17.0,1162.0,1,0,9,808.65
2023-01-09 09:00:00+00:00,20774.0,19984.0,2732.0,16.0,790.0,1,0,10,868.54
2023-01-09 10:00:00+00:00,21339.0,20236.0,2819.0,16.0,1104.0,1,0,11,825.8
2023-01-09 11:00:00+00:00,21134.0,20142.0,3069.0,16.0,993.0,1,0,12,837.4
2023-01-09 12:00:00+00:00,21329.0,20182.0,3088.0,16.0,1147.0,1,0,13,890.0
2023-01-09 13:00:00+00:00,21412.0,20205.0,2853.0,0.0,1207.0,1,0,14,923.23
2023-01-09 14:00:00+00:00,21616.0,20360.0,2579.0,0.0,1255.0,1,0,15,870.0
2023-01-09 15:00:00+00:00,21613.0,20404.0,2383.0,0.0,1209.0,1,0,16,828.96
2023-01-09 16:00:00+00:00,21534.0,20349.0,2165.0,0.0,1186.0,1,0,17,917.19
2023-01-09 17:00:00+00:00,22219.0,20869.0,2098.0,0.0,1350.0,1,0,18,897.0
2023-01-09 18:00:00+00:00,21674.0,20187.0,2057.0,0.0,1488.0,1,0,19,870.0
2023-01-09 19:00:00+00:00,21310.0,20176.0,1969.0,0.0,1134.0,1,0,20,920.23
2023-01-09 20:00:00+00:00,21146.0,19790.0,1901.0,0.0,1357.0,1,0,21,802.3
2023-01-09 21:00:00+00:00,20647.0,19459.0,1868.0,0.0,1188.0,1,0,22,700.0
2023-01-09 22:00:00+00:00,19441.0,18262.0,1853.0,0.0,1179.0,1,0,23,675.0
2023-01-09 23:00:00+00:00,17965.0,17072.0,1654.0,0.0,893.0,1,0,24,606.0
2023-01-10 00:00:00+00:00,16823.0,16370.0,1479.0,0.0,454.0,1,1,1,635.31
2023-01-10 01:00:00+00:00,16396.0,16184.0,1303.0,0.0,212.0,1,1,2,600.0
2023-01-10 02:00:00+00:00,16279.0,16093.0,1161.0,0.0,187.0,1,1,3,603.82
2023-01-10 03:00:00+00:00,16104.0,16007.0,1025.0,0.0,98.0,1,1,4,610.0
2023-01-10 04:00:00+00:00,15977.0,15822.0,984.0,0.0,156.0,1,1,5,626.07
2023-01-10 05:00:00+00:00,16143.0,15491.0,1193.0,0.0,652.0,1,1,6,727.0
2023-01-10 06:00:00+00:00,16931.0,15292.0,1163.0,0.0,1639.0,1,1,7,805.0
2023-01-10 07:00:00+00:00,19090.0,17532.0,1089.0,0.0,1558.0,1,1,8,900.0
2023-01-10 08:00:00+00:00,20588.0,19048.0,1007.0,0.0,1541.0,1,1,9,925.0
2023-01-10 09:00:00+00:00,21220.0,19498.0,1003.0,0.0,1722.0,1,1,10,929.85
2023-01-10 10:00:00+00:00,21251.0,19332.0,1155.0,0.0,1919.0,1,1,11,919.8
2023-01-10 11:00:00+00:00,21255.0,19230.0,1230.0,0.0,2024.0,1,1,12,917.94
2023-01-10 12:00:00+00:00,21482.0,19851.0,1320.0,0.0,1631.0,1,1,13,913.57
2023-01-10 13:00:00+00:00,21636.0,19804.0,1344.0,0.0,1832.0,1,1,14,917.94
2023-01-10 14:00:00+00:00,21783.0,19822.0,1290.0,0.0,1961.0,1,1,15,924.26
2023-01-10 15:00:00+00:00,21701.0,19893.0,1071.0,0.0,1808.0,1,1,16,919.07
2023-01-10 16:00:00+00:00,21534.0,19714.0,921.0,0.0,1821.0,1,1,17,945.03
2023-01-10 17:00:00+00:00,22120.0,20342.0,981.0,0.0,1778.0,1,1,18,944.02
2023-01-10 18:00:00+00:00,22052.0,20126.0,1030.0,0.0,1925.0,1,1,19,940.03
2023-01-10 19:00:00+00:00,21555.0,19865.0,1042.0,0.0,1689.0,1,1,20,930.49
2023-01-10 20:00:00+00:00,21426.0,19992.0,1064.0,0.0,1435.0,1,1,21,917.94
2023-01-10 21:00:00+00:00,21090.0,19632.0,1116.0,0.0,1457.0,1,1,22,732.0
2023-01-10 22:00:00+00:00,19560.0,18002.0,1226.0,0.0,1558.0,1,1,23,750.0
2023-01-10 23:00:00+00:00,18143.0,17120.0,1358.0,0.0,1023.0,1,1,24,665.0
2023-01-11 00:00:00+00:00,17059.0,15953.0,1517.0,0.0,1105.0,1,2,1,620.0
2023-01-11 01:00:00+00:00,15715.0,15154.0,1724.0,0.0,560.0,1,2,2,625.0
2023-01-11 02:00:00+00:00,15206.0,15270.0,2015.0,0.0,-64.0,1,2,3,600.0
2023-01-11 03:00:00+00:00,15073.0,15162.0,2335.0,0.0,-90.0,1,2,4,580.0
2023-01-11 04:00:00+00:00,15355.0,15443.0,2721.0,0.0,-88.0,1,2,5,565.64
2023-01-11 05:00:00+00:00,15630.0,15916.0,3230.0,0.0,-285.0,1,2,6,569.57
2023-01-11 06:00:00+00:00,16613.0,16960.0,3800.0,0.0,-347.0,1,2,7,645.0
2023-01-11 07:00:00+00:00,18907.0,18791.0,4746.0,0.0,115.0,1,2,8,650.0
2023-01-11 08:00:00+00:00,20759.0,20902.0,5150.0,0.0,-143.0,1,2,9,685.0
2023-01-11 09:00:00+00:00,21256.0,21489.0,5701.0,0.0,-232.0,1,2,10,685.0
2023-01-11 10:00:00+00:00,21251.0,21285.0,6393.0,0.0,-35.0,1,2,11,685.0
2023-01-11 11:00:00+00:00,20846.0,21183.0,6910.0,344.0,-337.0,1,2,12,670.0
2023-01-11 12:00:00+00:00,20700.0,20509.0,7241.0,611.0,191.0,1,2,13,685.0
2023-01-11 13:00:00+00:00,20846.0,20442.0,6548.0,570.0,403.0,1,2,14,695.0
2023-01-11 14:00:00+00:00,21111.0,20657.0,5816.0,313.0,454.0,1,2,15,700.01
2023-01-11 15:00:00+00:00,20934.0,20420.0,5157.0,228.0,514.0,1,2,16,720.0
2023-01-11 16:00:00+00:00,21241.0,20771.0,4445.0,228.0,469.0,1,2,17,750.0
2023-01-11 17:00:00+00:00,21854.0,21699.0,4515.0,228.0,155.0,1,2,18,726.42
2023-01-11 18:00:00+00:00,22059.0,21902.0,4521.0,228.0,156.0,1,2,19,720.0
2023-01-11 19:00:00+00:00,21758.0,21299.0,4407.0,228.0,459.0,1,2,20,729.22
2023-01-11 20:00:00+00:00,21668.0,21357.0,4226.0,228.0,312.0,1,2,21,715.0
2023-01-11 21:00:00+00:00,21148.0,20683.0,4087.0,228.0,465.0,1,2,22,635.0
2023-01-11 22:00:00+00:00,19801.0,19054.0,4013.0,228.0,747.0,1,2,23,670.0
2023-01-11 23:00:00+00:00,18221.0,17790.0,3980.0,228.0,431.0,1,2,24,625.0
2023-01-12 00:00:00+00:00,17351.0,17435.0,3862.0,228.0,-84.0,1,3,1,490.0
2023-01-12 01:00:00+00:00,16415.0,16499.0,3648.0,228.0,-84.0,1,3,2,476.78
2023-01-12 02:00:00+00:00,16137.0,16224.0,3545.0,228.0,-87.0,1,3,3,457.96
2023-01-12 03:00:00+00:00,15821.0,15910.0,3862.0,228.0,-89.0,1,3,4,461.0
2023-01-12 04:00:00+00:00,15893.0,15990.0,4071.0,228.0,-97.0,1,3,5,457.96
2023-01-12 05:00:00+00:00,16212.0,16297.0,4442.0,228.0,-85.0,1,3,6,495.0
2023-01-12 06:00:00+00:00,16964.0,17152.0,4923.0,228.0,-188.0,1,3,7,600.01
2023-01-12 07:00:00+00:00,19279.0,18784.0,5446.0,228.0,495.0,1,3,8,606.0
2023-01-12 08:00:00+00:00,20892.0,20481.0,5798.0,228.0,411.0,1,3,9,630.0
2023-01-12 09:00:00+00:00,21159.0,21121.0,6425.0,228.0,38.0,1,3,10,640.0
2023-01-12 10:00:00+00:00,21214.0,21191.0,6908.0,228.0,23.0,1,3,11,600.07
2023-01-12 11:00:00+00:00,20647.0,20190.0,7161.0,228.0,457.0,1,3,12,620.0
2023-01-12 12:00:00+00:00,20117.0,19731.0,7907.0,228.0,386.0,1,3,13,600.0
2023-01-12 13:00:00+00:00,19752.0,19534.0,8360.0,228.0,219.0,1,3,14,630.0
2023-01-12 14:00:00+00:00,19878.0,19381.0,8455.0,228.0,497.0,1,3,15,625.0
2023-01-12 15:00:00+00:00,20063.0,20067.0,7923.0,228.0,-5.0,1,3,16,653.15
2023-01-12 16:00:00+00:00,20787.0,20307.0,6927.0,228.0,480.0,1,3,17,620.0
2023-01-12 17:00:00+00:00,21669.0,21485.0,7014.0,269.0,184.0,1,3,18,645.0
2023-01-12 18:00:00+00:00,21883.0,21668.0,7162.0,269.0,215.0,1,3,19,615.0
2023-01-12 19:00:00+00:00,21569.0,21577.0,7355.0,69.0,-8.0,1,3,20,660.0
2023-01-12 20:00:00+00:00,21478.0,21536.0,7256.0,78.0,-59.0,1,3,21,620.0
2023-01-12 21:00:00+00:00,21338.0,21498.0,6978.0,78.0,-160.0,1,3,22,575.0
2023-01-12 22:00:00+00:00,20040.0,20025.0,6705.0,0.0,15.0,1,3,23,533.0
2023-01-12 23:00:00+00:00,18533.0,18722.0,6395.0,0.0,-188.0,1,3,24,470.0
2023-01-13 00:00:00+00:00,17161.0,17236.0,6201.0,0.0,-75.0,1,4,1,445.0
2023-01-13 01:00:00+00:00,16461.0,16716.0,6064.0,0.0,-255.0,1,4,2,436.28
2023-01-13 02:00:00+00:00,16387.0,16535.0,6085.0,0.0,-148.0,1,4,3,381.0
2023-01-13 03:00:00+00:00,16409.0,16482.0,6202.0,0.0,-73.0,1,4,4,400.0
2023-01-13 04:00:00+00:00,16494.0,16566.0,6186.0,0.0,-71.0,1,4,5,390.0
2023-01-13 05:00:00+00:00,16972.0,17043.0,5976.0,0.0,-71.0,1,4,6,448.22
2023-01-13 06:00:00+00:00,17664.0,17738.0,6013.0,0.0,-74.0,1,4,7,517.0
2023-01-13 07:00:00+00:00,19270.0,18729.0,6100.0,0.0,541.0,1,4,8,598.92
2023-01-13 08:00:00+00:00,20532.0,20279.0,6249.0,0.0,253.0,1,4,9,630.0
2023-01-13 09:00:00+00:00,21246.0,21108.0,6339.0,0.0,139.0,1,4,10,649.0
2023-01-13 10:00:00+00:00,21422.0,20959.0,6148.0,0.0,462.0,1,4,11,643.0
2023-01-13 11:00:00+00:00,20851.0,20281.0,5909.0,0.0,570.0,1,4,12,642.74
2023-01-13 12:00:00+00:00,21045.0,20622.0,5760.0,0.0,424.0,1,4,13,657.0
2023-01-13 13:00:00+00:00,21097.0,20782.0,5402.0,0.0,315.0,1,4,14,681.0
2023-01-13 14:00:00+00:00,21162.0,20804.0,5052.0,0.0,358.0,1,4,15,675.0
2023-01-13 15:00:00+00:00,20792.0,20170.0,4831.0,0.0,621.0,1,4,16,720.0
2023-01-13 16:00:00+00:00,20919.0,20177.0,4649.0,0.0,743.0,1,4,17,709.5
2023-01-13 17:00:00+00:00,21613.0,20674.0,4996.0,0.0,939.0,1,4,18,696.44
2023-01-13 18:00:00+00:00,21747.0,21079.0,5342.0,0.0,669.0,1,4,19,663.0
2023-01-13 19:00:00+00:00,21407.0,21140.0,5694.0,0.0,267.0,1,4,20,663.0
2023-01-13 20:00:00+00:00,21286.0,21279.0,6065.0,0.0,8.0,1,4,21,619.0
2023-01-13 21:00:00+00:00,20821.0,20900.0,6282.0,0.0,-79.0,1,4,22,505.92
2023-01-13 22:00:00+00:00,19412.0,19586.0,6342.0,0.0,-174.0,1,4,23,490.0
2023-01-13 23:00:00+00:00,18118.0,18820.0,6019.0,0.0,-703.0,1,4,24,448.22
2023-01-14 00:00:00+00:00,16889.0,17148.0,6047.0,0.0,-259.0,1,5,1,415.0
2023-01-14 01:00:00+00:00,15828.0,16091.0,6365.0,0.0,-263.0,1,5,2,391.13
2023-01-14 02:00:00+00:00,15687.0,15961.0,6430.0,0.0,-274.0,1,5,3,354.0
