Time,Prognozowane zapotrzebowanie sieci,Przewidywana generacja JW i magazynów energii wiadcz¹cych us³ugi bilansuj¹ce w ramach RB (3) - (9),Prognozowana generacja JW i magazynów energii nie wiadcz¹cych us³ug bilansuj¹cych w ramach RB,Prognozowana sumaryczna generacja róde³ wiatrowych,Prognozowana sumaryczna generacja róde³ fotowoltaicznych,Planowane saldo wymiany miêdzysystemowej,Prognozowana wielkoæ niedyspozycyjnoci wynikaj¹ca z ograniczeñ sieciowych wystêpuj¹cych w sieci przesy³owej oraz sieci dystrybucyjnej w zakresie dostarczania energii elektrycznej,Prognozowana wielkoæ niedyspozycyjnoci wynikaj¹cych z warunków eksploatacyjnych JW wiadcz¹cych us³ugi bilansuj¹ce w ramach RB,da1_price,day_of_week,month,hour
2023-02-12 18:00:00+00:00,17591,11378,6543,2376,0,-330,0,0.0,785.0,6,2,18
2023-02-12 19:00:00+00:00,18097,12070,6926,2735,0,-898,0,0.0,769.0,6,2,19
2023-02-12 20:00:00+00:00,18187,11589,7384,3245,0,-786,0,0.0,760.0,6,2,20
2023-02-12 21:00:00+00:00,17709,11067,7638,3550,0,-996,0,0.0,705.0,6,2,21
2023-02-12 22:00:00+00:00,16959,10217,7799,3716,0,-1058,0,0.0,622.82,6,2,22
2023-02-12 23:00:00+00:00,16212,9337,8007,3960,0,-1132,0,0.0,555.4,6,2,23
2023-02-13 00:00:00+00:00,15413,8971,7866,3842,0,-1424,0,0.0,551.11,0,2,0
2023-02-13 01:00:00+00:00,15170,9908,7697,3665,0,-2434,0,0.0,543.99,0,2,1
2023-02-13 02:00:00+00:00,15140,9882,7703,3682,0,-2445,0,0.0,543.99,0,2,2
2023-02-13 03:00:00+00:00,15080,9637,7711,3692,0,-2268,0,0.0,543.99,0,2,3
2023-02-13 04:00:00+00:00,15116,9780,7669,3654,0,-2332,0,0.0,551.11,0,2,4
2023-02-13 05:00:00+00:00,15567,10065,7665,3641,0,-2163,0,0.0,581.32,0,2,5
2023-02-13 06:00:00+00:00,16246,9887,7555,3549,0,-1197,0,0.0,690.0,0,2,6
2023-02-13 07:00:00+00:00,18289,10792,7625,3551,0,-128,0,0.0,779.0,0,2,7
2023-02-13 08:00:00+00:00,19866,12124,7781,3654,37,-40,0,0.0,790.0,0,2,8
2023-02-13 09:00:00+00:00,20983,12968,8057,3785,317,-42,0,0.0,740.0,0,2,9
2023-02-13 10:00:00+00:00,21457,12919,8443,4146,613,96,0,0.0,676.0,0,2,10
2023-02-13 11:00:00+00:00,21210,12407,8738,4396,839,65,0,0.0,664.0,0,2,11
2023-02-13 12:00:00+00:00,20949,11798,9191,4709,1136,-39,0,0.0,654.0,0,2,12
2023-02-13 13:00:00+00:00,21362,12107,8905,4463,1138,350,0,0.0,654.0,0,2,13
2023-02-13 14:00:00+00:00,21665,12203,9001,4638,967,461,0,0.0,670.0,0,2,14
2023-02-13 15:00:00+00:00,21191,11670,9059,4759,756,463,0,0.0,720.0,0,2,15
2023-02-13 16:00:00+00:00,21036,11827,8834,4680,396,375,0,0.0,769.0,0,2,16
2023-02-13 17:00:00+00:00,21423,12537,8926,4829,80,-41,0,0.0,790.0,0,2,17
2023-02-13 18:00:00+00:00,21909,12743,9205,5063,0,-39,0,0.0,775.0,0,2,18
2023-02-13 19:00:00+00:00,21833,12612,9261,5069,0,-40,0,0.0,779.0,0,2,19
2023-02-13 20:00:00+00:00,21826,12825,9039,4908,0,-39,0,0.0,747.0,0,2,20
2023-02-13 21:00:00+00:00,21134,12549,8623,4478,0,-38,0,0.0,700.0,0,2,21
2023-02-13 22:00:00+00:00,19747,11783,7998,3898,0,-34,0,0.0,700.0,0,2,22
2023-02-13 23:00:00+00:00,18489,11268,7484,3391,0,-263,0,0.0,670.0,0,2,23
2023-02-14 00:00:00+00:00,17092,10475,7338,3264,0,-721,0,0.0,700.0,1,2,0
2023-02-14 01:00:00+00:00,16472,9178,7517,3389,0,-223,0,0.0,670.0,1,2,1
2023-02-14 02:00:00+00:00,15954,8915,7607,3492,0,-568,0,0.0,665.0,1,2,2
2023-02-14 03:00:00+00:00,15698,8539,7391,3270,0,-233,0,0.0,680.0,1,2,3
2023-02-14 04:00:00+00:00,15866,8735,7161,3033,0,-31,0,0.0,729.68,1,2,4
2023-02-14 05:00:00+00:00,16171,9263,6848,2711,0,60,0,0.0,760.0,1,2,5
2023-02-14 06:00:00+00:00,17129,9891,6484,2335,0,754,0,0.0,809.28,1,2,6
2023-02-14 07:00:00+00:00,18887,12062,6308,2126,0,516,0,0.0,899.0,1,2,7
2023-02-14 08:00:00+00:00,20494,14298,6233,1878,264,-37,833,0.0,950.0,1,2,8
2023-02-14 09:00:00+00:00,21237,15001,6274,1605,1018,-39,833,0.0,890.0,1,2,9
2023-02-14 10:00:00+00:00,21617,14837,5956,1320,998,824,833,0.0,806.88,1,2,10
2023-02-14 11:00:00+00:00,21239,14240,5915,1102,1524,1084,833,0.0,800.0,1,2,11
2023-02-14 12:00:00+00:00,21162,12863,5889,975,1824,2409,833,0.0,800.0,1,2,12
2023-02-14 13:00:00+00:00,20878,12220,5955,942,2008,2704,833,0.0,800.0,1,2,13
2023-02-14 14:00:00+00:00,20680,11950,6062,856,2448,2668,833,0.0,801.35,1,2,14
2023-02-14 15:00:00+00:00,20545,12132,5895,803,2195,2517,833,0.0,806.77,1,2,15
2023-02-14 16:00:00+00:00,20912,13517,5457,754,1187,1938,833,0.0,899.0,1,2,16
2023-02-14 17:00:00+00:00,21367,14189,5053,759,198,2124,833,0.0,975.0,1,2,17
2023-02-14 18:00:00+00:00,21874,14607,5151,792,0,2115,833,0.0,980.0,1,2,18
2023-02-14 19:00:00+00:00,21709,15620,5105,739,0,984,833,0.0,997.58,1,2,19
2023-02-14 20:00:00+00:00,22003,15449,4985,630,0,1570,0,0.0,920.0,1,2,20
2023-02-14 21:00:00+00:00,21406,14380,4901,551,0,2124,0,0.0,840.0,1,2,21
2023-02-14 22:00:00+00:00,19966,14146,4715,470,0,1105,0,0.0,818.88,1,2,22
2023-02-14 23:00:00+00:00,18491,12242,4628,413,0,1622,0,0.0,770.0,1,2,23
2023-02-15 00:00:00+00:00,17135,10865,4564,357,0,1706,0,0.0,720.0,2,2,0
2023-02-15 01:00:00+00:00,16604,10092,4598,318,0,1913,0,0.0,700.0,2,2,1
2023-02-15 02:00:00+00:00,16434,10359,4582,307,0,1493,0,0.0,700.0,2,2,2
2023-02-15 03:00:00+00:00,16076,10414,4581,317,0,1081,0,0.0,695.0,2,2,3
2023-02-15 04:00:00+00:00,16021,10339,4593,331,0,1089,0,0.0,720.0,2,2,4
2023-02-15 05:00:00+00:00,16012,9821,4631,366,0,1561,0,0.0,740.0,2,2,5
2023-02-15 06:00:00+00:00,16793,10799,4662,417,0,1332,0,0.0,812.31,2,2,6
2023-02-15 07:00:00+00:00,18980,12937,4788,539,0,1255,0,0.0,895.0,2,2,7
2023-02-15 08:00:00+00:00,20498,14496,5200,802,157,802,0,0.0,915.0,2,2,8
2023-02-15 09:00:00+00:00,21150,14149,5863,1197,793,1138,358,0.0,850.29,2,2,9
2023-02-15 10:00:00+00:00,20576,13191,6292,1096,2218,1093,358,0.0,800.0,2,2,10
2023-02-15 11:00:00+00:00,19618,11096,6430,802,3315,2093,358,0.0,740.0,2,2,11
2023-02-15 12:00:00+00:00,19566,11386,6307,652,3644,1873,358,0.0,727.0,2,2,12
2023-02-15 13:00:00+00:00,19277,11393,6263,594,3751,1621,358,0.0,734.0,2,2,13
2023-02-15 14:00:00+00:00,19345,11213,6061,483,3558,2072,358,0.0,759.0,2,2,14
2023-02-15 15:00:00+00:00,19304,11678,5775,406,3056,1852,358,0.0,805.69,2,2,15
2023-02-15 16:00:00+00:00,19886,13087,5330,441,1841,1469,358,0.0,860.0,2,2,16
2023-02-15 17:00:00+00:00,20380,13917,4990,634,495,1472,358,0.0,890.0,2,2,17
2023-02-15 18:00:00+00:00,21954,15473,5297,1060,0,1184,358,0.0,890.0,2,2,18
2023-02-15 19:00:00+00:00,21959,15106,5825,1551,0,1028,358,0.0,880.0,2,2,19
2023-02-15 20:00:00+00:00,21899,14651,6258,1974,0,990,358,0.0,825.0,2,2,20
2023-02-15 21:00:00+00:00,21357,14031,6369,2187,0,957,358,0.0,755.0,2,2,21
2023-02-15 22:00:00+00:00,19888,12888,6468,2310,0,531,0,0.0,750.0,2,2,22
2023-02-15 23:00:00+00:00,18508,11895,6414,2288,0,199,0,0.0,697.0,2,2,23
2023-02-16 00:00:00+00:00,17301,10703,6330,2203,0,269,0,0.0,650.0,3,2,0
2023-02-16 01:00:00+00:00,16314,10230,6308,2139,0,-223,0,0.0,650.0,3,2,1
2023-02-16 02:00:00+00:00,16395,10554,6121,1944,0,-281,0,0.0,630.0,3,2,2
2023-02-16 03:00:00+00:00,16511,10534,6004,1827,0,-27,0,0.0,620.0,3,2,3
2023-02-16 04:00:00+00:00,16159,9928,6178,2004,0,53,0,0.0,640.0,3,2,4
2023-02-16 05:00:00+00:00,16359,10337,6162,1987,0,-139,0,0.0,725.0,3,2,5
2023-02-16 06:00:00+00:00,17470,10835,6149,1957,0,487,0,0.0,760.0,3,2,6
2023-02-16 07:00:00+00:00,19335,12564,6006,1839,2,765,0,0.0,804.07,3,2,7
2023-02-16 08:00:00+00:00,20671,13585,6471,2015,476,615,0,0.0,810.0,3,2,8
2023-02-16 09:00:00+00:00,20407,12991,7107,2099,1785,309,358,0.0,780.0,3,2,9
2023-02-16 10:00:00+00:00,19842,12484,7218,1845,2831,140,358,0.0,710.0,3,2,10
2023-02-16 11:00:00+00:00,19074,11454,7146,1499,3620,474,358,0.0,700.0,3,2,11
2023-02-16 12:00:00+00:00,19112,11058,7176,1340,4133,878,358,0.0,695.0,3,2,12
2023-02-16 13:00:00+00:00,18976,10714,7159,1348,4100,1103,358,0.0,685.0,3,2,13
2023-02-16 14:00:00+00:00,19259,11000,7024,1413,3645,1236,358,0.0,715.0,3,2,14
2023-02-16 15:00:00+00:00,19162,11370,6795,1462,2900,997,358,0.0,775.0,3,2,15
2023-02-16 16:00:00+00:00,19556,12208,6438,1590,1756,910,358,0.0,808.0,3,2,16
2023-02-16 17:00:00+00:00,20364,13465,6001,1679,416,898,0,0.0,835.0,3,2,17
2023-02-16 18:00:00+00:00,21601,14236,6429,2206,0,937,0,0.0,820.0,3,2,18
2023-02-16 19:00:00+00:00,21561,13630,7154,2900,0,777,0,0.0,815.67,3,2,19
2023-02-16 20:00:00+00:00,21429,12818,7802,3524,0,810,0,0.0,800.99,3,2,20
2023-02-16 21:00:00+00:00,20828,12117,7952,3778,0,759,0,0.0,754.0,3,2,21
2023-02-16 22:00:00+00:00,19351,10909,7894,3734,0,548,0,0.0,725.0,3,2,22
2023-02-16 23:00:00+00:00,17879,9831,7700,3550,0,348,0,0.0,664.0,3,2,23
2023-02-17 00:00:00+00:00,17034,9586,7481,3342,0,-33,0,0.0,660.0,4,2,0
2023-02-17 01:00:00+00:00,16594,9400,7226,3040,0,-31,0,0.0,630.0,4,2,1
2023-02-17 02:00:00+00:00,16282,9369,7135,2951,0,-222,0,0.0,640.0,4,2,2
2023-02-17 03:00:00+00:00,16010,9029,7014,2816,0,-33,0,0.0,640.0,4,2,3
2023-02-17 04:00:00+00:00,16005,9193,6878,2702,0,-66,0,0.0,649.0,4,2,4
2023-02-17 05:00:00+00:00,16311,9620,6722,2540,0,-31,0,0.0,686.0,4,2,5
2023-02-17 06:00:00+00:00,17245,10103,6774,2587,0,368,0,0.0,729.0,4,2,6
2023-02-17 07:00:00+00:00,19238,11394,6980,2753,0,863,0,0.0,773.9,4,2,7
2023-02-17 08:00:00+00:00,20296,12076,7368,3044,121,851,358,0.0,790.0,4,2,8
2023-02-17 09:00:00+00:00,20931,12410,7759,3239,544,762,358,0.0,777.9,4,2,9
2023-02-17 10:00:00+00:00,21259,12349,8149,3517,813,762,358,0.0,749.9,4,2,10
2023-02-17 11:00:00+00:00,21049,11833,8539,3882,970,677,358,0.0,750.0,4,2,11
2023-02-17 12:00:00+00:00,21717,11706,9044,4443,1049,967,358,0.0,700.0,4,2,12
2023-02-17 13:00:00+00:00,21989,11255,9552,5110,812,1182,358,0.0,680.0,4,2,13
2023-02-17 14:00:00+00:00,22125,11038,10038,5769,585,1049,358,0.0,680.0,4,2,14
2023-02-17 15:00:00+00:00,21644,10369,10524,6408,361,751,377,0.0,680.0,4,2,15
2023-02-17 16:00:00+00:00,21519,10198,10839,6765,145,482,358,0.0,656.0,4,2,16
2023-02-17 17:00:00+00:00,21642,10009,11194,7177,14,439,410,0.0,660.0,4,2,17
2023-02-17 18:00:00+00:00,21967,10134,11555,7546,0,279,410,0.0,620.0,4,2,18
2023-02-17 19:00:00+00:00,21689,9531,11721,7720,0,437,410,0.0,620.0,4,2,19
2023-02-17 20:00:00+00:00,21482,9377,11665,7673,0,440,410,0.0,565.43,4,2,20
2023-02-17 21:00:00+00:00,20840,9207,11155,7161,0,478,410,0.0,510.0,4,2,21
2023-02-17 22:00:00+00:00,19740,8531,10843,6864,0,366,0,0.0,490.49,4,2,22
2023-02-17 23:00:00+00:00,18355,7951,10438,6493,0,-34,0,0.0,436.4,4,2,23
2023-02-18 00:00:00+00:00,16909,6720,10227,6320,0,-38,0,0.0,449.9,5,2,0
2023-02-18 01:00:00+00:00,15797,5763,10080,6222,0,-46,0,0.0,416.0,5,2,1
2023-02-18 02:00:00+00:00,15473,5586,10006,6184,0,-118,0,0.0,390.0,5,2,2
2023-02-18 03:00:00+00:00,15574,5510,10137,6312,0,-73,0,0.0,370.0,5,2,3
2023-02-18 04:00:00+00:00,15708,5434,10300,6473,0,-27,0,0.0,350.0,5,2,4
2023-02-18 05:00:00+00:00,15707,5259,10473,6617,0,-26,0,0.0,393.88,5,2,5
2023-02-18 06:00:00+00:00,15779,5473,10533,6666,0,-227,0,0.0,440.0,5,2,6
2023-02-18 07:00:00+00:00,16431,5608,10949,7013,6,-126,0,0.0,460.0,5,2,7
2023-02-18 08:00:00+00:00,16948,5675,11416,7287,395,-143,358,0.0,500.0,5,2,8
2023-02-18 09:00:00+00:00,17196,5763,11771,7261,1291,-337,358,0.0,510.0,5,2,9
2023-02-18 10:00:00+00:00,17452,6694,11735,7056,1734,-976,358,0.0,505.27,5,2,10
2023-02-18 11:00:00+00:00,17596,6472,11954,6957,2296,-831,358,0.0,510.0,5,2,11
2023-02-18 12:00:00+00:00,17500,6266,11902,6772,2541,-667,358,0.0,505.27,5,2,12
2023-02-18 13:00:00+00:00,17906,6353,11345,6339,2225,209,358,0.0,540.0,5,2,13
2023-02-18 14:00:00+00:00,18078,6389,10502,5752,1728,1187,358,0.0,557.0,5,2,14
2023-02-18 15:00:00+00:00,17965,7682,9606,5140,1082,677,358,0.0,571.4,5,2,15
2023-02-18 16:00:00+00:00,18021,8380,9063,4829,454,578,358,0.0,593.0,5,2,16
2023-02-18 17:00:00+00:00,18276,9226,8622,4441,82,428,358,0.0,617.9,5,2,17
2023-02-18 18:00:00+00:00,18872,10068,8351,4197,0,453,358,0.0,630.0,5,2,18
2023-02-18 19:00:00+00:00,18919,10625,8426,4223,0,-133,358,0.0,620.0,5,2,19
2023-02-18 20:00:00+00:00,18573,10132,8808,4560,0,-367,358,0.0,590.0,5,2,20
2023-02-18 21:00:00+00:00,17896,9124,8982,4814,0,-210,358,0.0,571.4,5,2,21
2023-02-18 22:00:00+00:00,16861,7720,9119,4973,0,22,0,0.0,571.4,5,2,22
2023-02-18 23:00:00+00:00,16211,7442,8957,4846,0,-187,0,0.0,523.0,5,2,23
2023-02-19 00:00:00+00:00,15292,7967,8491,4459,0,-1167,0,0.0,473.42,6,2,0
2023-02-19 01:00:00+00:00,14459,7512,8021,4055,0,-1073,0,0.0,454.02,6,2,1
2023-02-19 02:00:00+00:00,13727,6856,7765,3793,0,-895,0,0.0,445.0,6,2,2
2023-02-19 03:00:00+00:00,13804,6830,7457,3499,0,-483,0,0.0,421.8,6,2,3
2023-02-19 04:00:00+00:00,13662,6517,7209,3251,0,-65,0,0.0,421.8,6,2,4
2023-02-19 05:00:00+00:00,13659,6622,7065,3100,0,-28,0,0.0,435.0,6,2,5
2023-02-19 06:00:00+00:00,13469,6401,7097,3075,0,-28,0,0.0,454.02,6,2,6
2023-02-19 07:00:00+00:00,13548,6565,7020,2965,0,-37,0,0.0,487.3,6,2,7
2023-02-19 08:00:00+00:00,13828,6949,7184,3109,66,-305,358,0.0,530.0,6,2,8
2023-02-19 09:00:00+00:00,14463,7441,7530,3353,400,-508,358,0.0,539.17,6,2,9
2023-02-19 10:00:00+00:00,15007,7948,8087,3689,837,-1028,358,0.0,520.0,6,2,10
2023-02-19 11:00:00+00:00,15231,7602,8711,3909,1765,-1082,358,0.0,490.0,6,2,11
2023-02-19 12:00:00+00:00,15316,6826,9718,4542,2674,-1229,358,0.0,462.0,6,2,12
2023-02-19 13:00:00+00:00,15567,5749,10292,4960,2936,-474,358,0.0,440.0,6,2,13
2023-02-19 14:00:00+00:00,16165,6427,10838,5500,2800,-1100,358,0.0,440.0,6,2,14
2023-02-19 15:00:00+00:00,15833,5301,11284,6161,2397,-752,358,0.0,480.0,6,2,15
2023-02-19 16:00:00+00:00,15576,5889,11059,6230,1568,-1372,358,0.0,563.18,6,2,16
2023-02-19 17:00:00+00:00,16157,5731,10489,6062,502,-63,0,0.0,620.0,6,2,17
2023-02-19 18:00:00+00:00,17213,8232,10038,5738,0,-1057,0,0.0,650.0,6,2,18
2023-02-19 19:00:00+00:00,17789,8858,9974,5648,0,-1044,0,0.0,650.0,6,2,19
2023-02-19 20:00:00+00:00,17905,8918,9991,5674,0,-1004,0,0.0,604.71,6,2,20
2023-02-19 21:00:00+00:00,17433,7895,10087,5806,0,-549,0,0.0,545.0,6,2,21
2023-02-19 22:00:00+00:00,16561,6841,10413,6133,0,-693,0,0.0,530.0,6,2,22
2023-02-19 23:00:00+00:00,15816,5858,10417,6251,0,-459,0,0.0,477.96,6,2,23
2023-02-20 00:00:00+00:00,15075,5065,10429,6277,0,-420,0,0.0,390.26,0,2,0
2023-02-20 01:00:00+00:00,15122,5495,10221,6193,0,-593,0,0.0,390.0,0,2,1
2023-02-20 02:00:00+00:00,14841,5300,10178,6136,0,-637,0,0.0,390.0,0,2,2
2023-02-20 03:00:00+00:00,14622,5361,9944,5897,0,-683,0,0.0,390.0,0,2,3
2023-02-20 04:00:00+00:00,14666,5551,9597,5562,0,-482,0,0.0,390.0,0,2,4
2023-02-20 05:00:00+00:00,15083,5844,9420,5385,0,-182,0,0.0,458.77,0,2,5
2023-02-20 06:00:00+00:00,15992,6819,9236,5151,0,-63,0,0.0,575.0,0,2,6
2023-02-20 07:00:00+00:00,18193,8273,9738,5579,4,182,0,0.0,615.0,0,2,7
2023-02-20 08:00:00+00:00,19728,8784,10941,6609,234,3,563,0.0,645.02,0,2,8
2023-02-20 09:00:00+00:00,20458,8629,11737,7148,792,92,563,0.0,630.01,0,2,9
2023-02-20 10:00:00+00:00,20973,8615,12396,7616,1290,-39,563,0.0,615.0,0,2,10
2023-02-20 11:00:00+00:00,20811,7946,12657,7781,1546,207,563,0.0,580.0,0,2,11
2023-02-20 12:00:00+00:00,21303,8370,12577,7759,1496,356,563,0.0,575.0,0,2,12
2023-02-20 13:00:00+00:00,21503,8384,12500,7801,1272,619,563,0.0,565.0,0,2,13
2023-02-20 14:00:00+00:00,21495,8201,12432,7801,1102,863,563,0.0,575.0,0,2,14
2023-02-20 15:00:00+00:00,20927,7354,12414,7841,959,1160,563,0.0,575.0,0,2,15
2023-02-20 16:00:00+00:00,20708,7788,12175,7833,567,746,563,0.0,605.0,0,2,16
2023-02-20 17:00:00+00:00,20962,8523,11953,7775,182,486,563,0.0,625.0,0,2,17
2023-02-20 18:00:00+00:00,21855,9094,11924,7795,0,837,563,0.0,605.0,0,2,18
2023-02-20 19:00:00+00:00,21696,9535,11910,7764,0,252,563,0.0,605.0,0,2,19
2023-02-20 20:00:00+00:00,21626,9856,11885,7749,0,-116,358,0.0,563.18,0,2,20
2023-02-20 21:00:00+00:00,20980,9145,11900,7774,0,-65,0,0.0,535.06,0,2,21
2023-02-20 22:00:00+00:00,19637,7785,11909,7808,0,-57,0,0.0,506.7,0,2,22
2023-02-20 23:00:00+00:00,18136,6659,11863,7817,0,-387,0,0.0,420.0,0,2,23
2023-02-21 00:00:00+00:00,17354,5954,11792,7807,0,-391,0,0.0,310.0,1,2,0
2023-02-21 01:00:00+00:00,16879,5946,11673,7792,0,-740,0,0.0,290.0,1,2,1
2023-02-21 02:00:00+00:00,16397,5737,11622,7803,0,-962,0,0.0,260.0,1,2,2
2023-02-21 03:00:00+00:00,16050,5583,11642,7824,0,-1174,0,0.0,260.0,1,2,3
2023-02-21 04:00:00+00:00,16091,5600,11620,7785,0,-1128,0,0.0,320.0,1,2,4
2023-02-21 05:00:00+00:00,16428,5680,11626,7723,0,-878,0,0.0,410.0,1,2,5
2023-02-21 06:00:00+00:00,17332,6622,11607,7696,0,-897,0,0.0,490.0,1,2,6
2023-02-21 07:00:00+00:00,18988,8189,11765,7708,3,-965,0,0.0,545.0,1,2,7
2023-02-21 08:00:00+00:00,20239,9694,11831,7667,170,-1286,777,0.0,569.12,1,2,8
2023-02-21 09:00:00+00:00,20767,10053,12061,7619,849,-1347,777,0.0,558.88,1,2,9
2023-02-21 10:00:00+00:00,20505,8991,12422,7575,1693,-907,777,0.0,545.0,1,2,10
2023-02-21 11:00:00+00:00,19904,8203,12603,7526,2252,-901,777,0.0,545.0,1,2,11
2023-02-21 12:00:00+00:00,20519,7644,12557,7324,2587,318,777,0.0,534.55,1,2,12
2023-02-21 13:00:00+00:00,20423,7441,12346,7112,2575,636,563,0.0,555.0,1,2,13
2023-02-21 14:00:00+00:00,20282,7689,12081,6935,2380,512,563,0.0,569.12,1,2,14
2023-02-21 15:00:00+00:00,20162,8110,11768,6781,2024,284,358,0.0,610.0,1,2,15
2023-02-21 16:00:00+00:00,20031,9860,10977,6271,1274,-806,358,0.0,700.0,1,2,16
2023-02-21 17:00:00+00:00,20691,11013,10051,5668,489,-373,358,0.0,749.9,1,2,17
2023-02-21 18:00:00+00:00,21539,12562,9514,5282,2,-537,358,0.0,790.0,1,2,18
2023-02-21 19:00:00+00:00,21932,14221,8752,4505,0,-1041,358,0.0,790.0,1,2,19
2023-02-21 20:00:00+00:00,21886,14809,7907,3649,0,-830,358,0.0,750.0,1,2,20
2023-02-21 21:00:00+00:00,21288,15192,7078,2831,0,-982,356,0.0,735.0,1,2,21
2023-02-21 22:00:00+00:00,19762,13835,6520,2280,0,-593,0,0.0,730.0,1,2,22
2023-02-21 23:00:00+00:00,18336,11592,6064,1893,0,681,0,0.0,655.0,1,2,23
2023-02-22 00:00:00+00:00,17215,11197,5823,1655,0,195,0,0.0,667.47,2,2,0
2023-02-22 01:00:00+00:00,16733,10864,5587,1358,0,283,0,0.0,650.0,2,2,1
2023-02-22 02:00:00+00:00,16344,10236,5334,1120,0,774,0,0.0,640.0,2,2,2
2023-02-22 03:00:00+00:00,16056,10169,5130,900,0,757,0,0.0,640.0,2,2,3
2023-02-22 04:00:00+00:00,16045,10021,4939,708,0,1085,0,0.0,653.65,2,2,4
2023-02-22 05:00:00+00:00,16302,9857,4837,607,0,1608,0,0.0,701.0,2,2,5
2023-02-22 06:00:00+00:00,17101,11601,4768,542,0,731,0,0.0,790.0,2,2,6
2023-02-22 07:00:00+00:00,18685,12740,4742,518,11,1203,0,0.0,852.0,2,2,7
2023-02-22 08:00:00+00:00,20145,14330,5108,642,421,707,0,0.0,872.0,2,2,8
2023-02-22 09:00:00+00:00,20416,14100,5528,626,1491,788,0,0.0,835.0,2,2,9
2023-02-22 10:00:00+00:00,20117,13151,5764,453,2459,1202,0,0.0,795.0,2,2,10
2023-02-22 11:00:00+00:00,19755,12364,5542,197,2702,1848,0,0.0,758.0,2,2,11
2023-02-22 12:00:00+00:00,19881,11896,5535,223,2771,2451,0,0.0,751.0,2,2,12
2023-02-22 13:00:00+00:00,20290,12538,5390,177,2543,2363,0,0.0,769.83,2,2,13
2023-02-22 14:00:00+00:00,20586,12852,5249,200,2124,2486,0,0.0,775.0,2,2,14
2023-02-22 15:00:00+00:00,20355,12794,5029,220,1603,2532,0,0.0,820.0,2,2,15
2023-02-22 16:00:00+00:00,20284,13137,4887,321,986,2260,0,0.0,835.73,2,2,16
2023-02-22 17:00:00+00:00,20688,13475,4843,536,361,2370,0,0.0,859.89,2,2,17
2023-02-22 18:00:00+00:00,21851,14500,5351,1184,4,2000,0,0.0,870.0,2,2,18
2023-02-22 19:00:00+00:00,21815,15049,6011,1825,0,755,0,0.0,850.0,2,2,19
2023-02-22 20:00:00+00:00,21583,14177,6591,2392,0,815,0,0.0,810.0,2,2,20
2023-02-22 21:00:00+00:00,21044,13071,6820,2634,0,1153,0,0.0,730.0,2,2,21
2023-02-22 22:00:00+00:00,19884,12466,6997,2839,0,421,0,0.0,715.0,2,2,22
2023-02-22 23:00:00+00:00,18406,11269,6981,2852,0,156,0,0.0,648.79,2,2,23
2023-02-23 00:00:00+00:00,17169,10116,7012,2885,0,41,0,0.0,630.0,3,2,0
2023-02-23 01:00:00+00:00,16014,9096,7084,2978,0,-166,0,0.0,610.0,3,2,1
2023-02-23 02:00:00+00:00,15600,8803,7089,2947,0,-291,0,0.0,593.0,3,2,2
2023-02-23 03:00:00+00:00,15677,9008,6998,2872,0,-329,0,0.0,584.99,3,2,3
2023-02-23 04:00:00+00:00,15764,9043,7079,2929,0,-358,0,0.0,600.0,3,2,4
2023-02-23 05:00:00+00:00,16144,9150,7207,3052,0,-213,0,0.0,625.0,3,2,5
2023-02-23 06:00:00+00:00,17161,9753,7222,3067,0,186,0,0.0,730.0,3,2,6
2023-02-23 07:00:00+00:00,18940,11215,7294,3139,24,432,0,0.0,810.0,3,2,7
2023-02-23 08:00:00+00:00,20162,12297,7729,3222,638,136,358,0.0,814.0,3,2,8
2023-02-23 09:00:00+00:00,20431,12933,7930,2895,1839,-433,358,0.0,782.0,3,2,9
2023-02-23 10:00:00+00:00,19923,12271,8100,2550,3036,-448,358,0.0,740.0,3,2,10
2023-02-23 11:00:00+00:00,18632,10954,8243,2258,4271,-564,358,0.0,712.0,3,2,11
2023-02-23 12:00:00+00:00,18393,10512,8153,2004,4694,-272,358,0.0,710.0,3,2,12
2023-02-23 13:00:00+00:00,18544,10047,7692,1663,4436,806,358,0.0,710.0,3,2,13
2023-02-23 14:00:00+00:00,19003,10505,7103,1364,3836,1395,358,0.0,720.0,3,2,14
2023-02-23 15:00:00+00:00,19102,11272,6640,1313,2885,1190,358,0.0,749.0,3,2,15
2023-02-23 16:00:00+00:00,19683,12256,6115,1317,1660,1312,358,0.0,790.0,3,2,16
2023-02-23 17:00:00+00:00,20482,13038,5808,1441,561,1636,358,0.0,790.0,3,2,17
2023-02-23 18:00:00+00:00,21578,13765,5978,1796,4,1836,358,0.0,790.0,3,2,18
2023-02-23 19:00:00+00:00,21649,13696,6721,2524,0,1232,358,0.0,800.0,3,2,19
2023-02-23 20:00:00+00:00,21528,13054,7036,2826,0,1438,358,0.0,760.0,3,2,20
2023-02-23 21:00:00+00:00,21087,12624,7134,2949,0,1329,358,0.0,697.0,3,2,21
2023-02-23 22:00:00+00:00,19805,11771,7177,3015,0,857,0,0.0,686.0,3,2,22
2023-02-23 23:00:00+00:00,18381,10674,7194,3038,0,513,0,0.0,630.0,3,2,23
2023-02-24 00:00:00+00:00,17097,9881,7245,3082,0,-30,0,0.0,600.0,4,2,0
2023-02-24 01:00:00+00:00,16169,9610,7119,3072,0,-560,0,0.0,576.13,4,2,1
2023-02-24 02:00:00+00:00,16132,9200,7091,3063,0,-159,0,0.0,568.0,4,2,2
